,id,tweet_id,text,tag,date,partition
514,11,406557741314879488,"helicopter crashes into pub on banks of river clyde in glasgow , mp jim murphy tells bbc news <URL> ",Related and informative,Fri Nov 29 22:58:13 +0000 2013,train
515,12,406557946819379200,"a helicopter has apparently crashed into a bar in glasgow , the clutha . updates via <USR> and others . ",Related and informative,Fri Nov 29 22:59:02 +0000 2013,train
516,13,406557955228585984,"<USR> : #breaking helicopter crashes into pub in scottish city of glasgow : lawmaker , witnesses ",Related and informative,Fri Nov 29 22:59:04 +0000 2013,train
517,14,406557992952143872,"helicopter crashes into glasgow pub : helicopter crashes into pub on banks of river clyde in glasgow , mp jim mu . . . <URL> ",Related and informative,Fri Nov 29 22:59:13 +0000 2013,train
518,15,406558068479393792,bbc news ' reports of several casualties ' at clutha pub in glasgow after apparent helicopter crash into the building . ,Related and informative,Fri Nov 29 22:59:31 +0000 2013,train
519,16,406558303339413504,"helicopter crashes into pub on banks of river clyde in glasgow , mp jim murphy tells bbc news <URL> ",Related and informative,Fri Nov 29 23:00:27 +0000 2013,train
520,17,406558320137609216,"helicopter crashes into pub on banks of river clyde in glasgow , mp jim murphy tells bbc news <URL> ",Related and informative,Fri Nov 29 23:00:31 +0000 2013,train
521,18,406558555010260992,update - reports of multiple people trapped after helicopter crashes into the roof of a pub in glasgow ,Related and informative,Fri Nov 29 23:01:27 +0000 2013,train
522,19,406558555018645504,"#breaking helicopter crashes into pub in scottish city of glasgow : lawmaker , witnesses ",Related and informative,Fri Nov 29 23:01:27 +0000 2013,train
523,20,406558559187779584,"helicopter crashes into glasgow pub : helicopter crashes into pub on banks of river clyde in glasgow , mp jim . . . http :// … ",Related and informative,Fri Nov 29 23:01:28 +0000 2013,train
524,21,406558630490943488,hopefully everyone ok after the #clutha vaults helicopter crash . looks at least like the roters aren ' t inside the pub . ,Related - but not informative,Fri Nov 29 23:01:45 +0000 2013,train
525,22,406558848619917312,bbc news - helicopter crashes into glasgow pub <URL> ,Related and informative,Fri Nov 29 23:02:37 +0000 2013,train
526,23,406559091851808768,helicopter crashes into glasgow pub shit ! this ain ' t good <URL> ,Related - but not informative,Fri Nov 29 23:03:35 +0000 2013,train
527,24,406559133807431680,reports of multiple people trapped after helicopter crashes into the roof of a pub in glasgow - <USR> ,Related and informative,Fri Nov 29 23:03:45 +0000 2013,train
528,25,406559205110595584,reports suggest police helicopter involved in glasgow crash ,Related and informative,Fri Nov 29 23:04:02 +0000 2013,train
529,26,406559272223666176,glasgow #helicopter crash : many people injured at #clutha vaults in stockwell street <URL> ,Related and informative,Fri Nov 29 23:04:18 +0000 2013,train
530,27,406559368684249088,reports of multiple people trapped after helicopter crashes into the roof of a pub in glasgow - <USR> ,Related and informative,Fri Nov 29 23:04:41 +0000 2013,train
531,28,406559557457305600,update - reports of multiple people trapped after helicopter crashes into the roof of a pub in glasgow ,Related and informative,Fri Nov 29 23:05:26 +0000 2013,train
532,29,406559658087047168,a helicopter has crashed into the roof of a pub in #glasgow #scotland ,Related and informative,Fri Nov 29 23:05:50 +0000 2013,train
533,30,406559930725179392,helicopter crash into clutha . praying they ' ll get everyone out . <URL> ,Related and informative,Fri Nov 29 23:06:55 +0000 2013,train
534,31,406559939122192384,glasgow #helicopter crash : many people injured at #clutha vaults in stockwell street <URL> ,Related and informative,Fri Nov 29 23:06:57 +0000 2013,train
535,32,406560144647258112,helicopter crash into clutha . praying they ' ll get everyone out . <URL> ,Related - but not informative,Fri Nov 29 23:07:46 +0000 2013,train
536,33,406560320795066368,"people being pulled out of #clutha pub after glasgow #helicopter crash , eyewitness tells bbc news <URL> ",Related and informative,Fri Nov 29 23:08:28 +0000 2013,train
537,34,406561008648736768,d : rt <USR> : reports of multiple injuries at the clutha pub in glasgow where a helicopter has crashed onto roof <URL> ,Related and informative,Fri Nov 29 23:11:12 +0000 2013,train
538,35,406561449059024896,"#news helicopter crashes into bar in glasgow , scotland [ photos ] <URL> ",Related and informative,Fri Nov 29 23:12:57 +0000 2013,train
539,36,406561662976937986,“ <USR> : helicopter crashes into busy bar in #glasgow #clutha <URL> incredible picture ,Related and informative,Fri Nov 29 23:13:48 +0000 2013,train
540,37,406561889481924608,"canny believe a helicopter crashed into a roof of a pub in glasgow , that ' s too major ",Related - but not informative,Fri Nov 29 23:14:42 +0000 2013,train
541,38,406561902064828416,scottish sun ’ s gordon smart tells sky news it appears to have been a police helicopter which crashed onto a pub in glasgow . ,Related and informative,Fri Nov 29 23:14:45 +0000 2013,train
542,39,406562271138422784,"people being pulled out of #clutha pub after glasgow #helicopter crash , eyewitness tells bbc news <URL> ",Related and informative,Fri Nov 29 23:16:13 +0000 2013,train
543,40,406562325693759488,"fucking hell i can ' t believe this news about the helicopter crash . how frightening , my god . ",Related - but not informative,Fri Nov 29 23:16:26 +0000 2013,train
544,41,406562338264088576,picture : emergency services at the scene of glasgow pub helicopter crash <URL> ,Related and informative,Fri Nov 29 23:16:29 +0000 2013,train
545,42,406562426323484672,"glasgow #helicopter crash : it ' s just a horrible , horrible scene , mp jim murphy tells bbc news <URL> #cl … ",Related and informative,Fri Nov 29 23:16:50 +0000 2013,train
546,43,406562522805071873,helicopter ' crashes into roof of bar ' in glasgow city centre <URL> ,Related and informative,Fri Nov 29 23:17:13 +0000 2013,train
547,44,406562665415598080,helicopter ' crashes into roof of bar ' in glasgow city centre <URL> ,Related and informative,Fri Nov 29 23:17:47 +0000 2013,train
548,45,406562678006898688,i hope everyone involved in the #helicopter crash in #glasgow get out okay . my thoughts are with the people caught up in it . aw … ,Related - but not informative,Fri Nov 29 23:17:50 +0000 2013,train
549,46,406562812236820480,headlines helicopter crashes into glasgow pub : helicopter crashes into pub on banks of river cly . . . <URL> follow warren ,Related and informative,Fri Nov 29 23:18:22 +0000 2013,train
550,47,406562929665134592,thoughts and prayers to all involved in the glasgow helicopter crash tonight . ,Related - but not informative,Fri Nov 29 23:18:50 +0000 2013,train
551,48,406562938028576768,"people being pulled out of #clutha pub after glasgow #helicopter crash , eyewitness tells bbc news <URL> ",Related and informative,Fri Nov 29 23:18:52 +0000 2013,train
552,49,406563068085555200,hoping people are ok at clutha pub in glasgow . tragic . helicopter crash . ,Related - but not informative,Fri Nov 29 23:19:23 +0000 2013,train
553,50,406563101644173312,omg . . scary scenes over road #crash #helicopter #glasgow <URL> ,Related - but not informative,Fri Nov 29 23:19:31 +0000 2013,train
554,51,406563147756347392,appears to be a police helicopter going by this pic rt <USR> : helicopter crash into pub over road from our hotel ! http … ,Related and informative,Fri Nov 29 23:19:42 +0000 2013,train
555,52,406563286164176896,image here from <USR> appears to confirm it is indeed police helicopter involved in glasgow crash : <URL> ,Related and informative,Fri Nov 29 23:20:15 +0000 2013,train
556,53,406563357479927808,a helicopter has crashed into the roof of the clutha bar is stockwell street in glasgow <URL> ,Related and informative,Fri Nov 29 23:20:32 +0000 2013,train
557,54,406563374236196864,image here from <USR> appears to confirm it is indeed police helicopter involved in glasgow crash : <URL> ,Related and informative,Fri Nov 29 23:20:36 +0000 2013,train
558,55,406563403625672704,the police memorial trust confirming it is police scotland helicopter sp99 involved in the incident in #glasgow . #clutha ,Related and informative,Fri Nov 29 23:20:43 +0000 2013,train
559,56,406563734962700288,small relief that the crash wasn ' t accompanied by explosion / fire . hope all got out without serious injury . no real news on that yet #clutha ,Related - but not informative,Fri Nov 29 23:22:02 +0000 2013,train
560,57,406563743339143168,thoughts tonight with all those involved in #clutha helicopter crash . all emergency services working hard together #eme … ,Related - but not informative,Fri Nov 29 23:22:04 +0000 2013,train
561,58,406563965649838080,thoughts with all at #clutha #glasgow #helicopter #crash site mt “ <USR> : helicopter crash into pub <URL> ,Related - but not informative,Fri Nov 29 23:22:57 +0000 2013,train
562,59,406564083107131393,helicopter ' crashes into pub in glasgow ' <URL> ,Related and informative,Fri Nov 29 23:23:25 +0000 2013,train
563,60,406564200543424512,omg . . scary scenes over road #crash #helicopter #glasgow <URL> ,Related - but not informative,Fri Nov 29 23:23:53 +0000 2013,train
564,61,406564301210546176,"helicopter crashes into pub on banks of river clyde in glasgow , mp jim murphy tells bbc news <URL> ",Related and informative,Fri Nov 29 23:24:17 +0000 2013,train
565,62,406564523479670784,"live : coverage of helicopter crash in glasgow , scotland ( sky ) - <URL> <URL> ",Related and informative,Fri Nov 29 23:25:10 +0000 2013,train
566,63,406564527690743808,this picture appears to show police helicopter rt : <USR> : helicopter crash into pub over road from our hotel ! http :/ … ,Related and informative,Fri Nov 29 23:25:11 +0000 2013,train
567,64,406564611572649984,unconfirmed reports that police #helicopter was involved in glasgow crash <URL> #clutha ,Related and informative,Fri Nov 29 23:25:31 +0000 2013,train
568,65,406564703838547968,"helicopter crashes into pub in glasgow , scotland : helicopter crashes into pub in glasgow , scotland <URL> ",Related and informative,Fri Nov 29 23:25:53 +0000 2013,train
569,66,406564850635374593,update - reports of multiple people trapped after helicopter crashes into the roof of a pub in glasgow ,Related and informative,Fri Nov 29 23:26:28 +0000 2013,train
570,67,406564867437363200,helicopter crashes into pub in glasgow <URL> ,Related and informative,Fri Nov 29 23:26:32 +0000 2013,train
571,68,406564905190297600,"reports a police helicopter crashed into the glasgow pub , which was packed on a friday night . picture from <USR> http : … ",Related and informative,Fri Nov 29 23:26:41 +0000 2013,train
572,69,406564972290785280,photo of helicopter crash in #glasgow by <USR> <URL> <URL> ,Related and informative,Fri Nov 29 23:26:57 +0000 2013,train
573,70,406565077131988992,breaking news : photo of the helicopter crash in glasgow <URL> ,Related and informative,Fri Nov 29 23:27:22 +0000 2013,train
574,71,406565098111905792,"terrible news of helicopter crashing into clutha bar , glasgow tonight . thoughts & prayers with those affected by this terribl … ",Related - but not informative,Fri Nov 29 23:27:27 +0000 2013,train
575,72,406565156827979776,"crazy news to hear a helicopter has crashed in glasgow city centre , can only hope everyone involved is ok ! ",Related - but not informative,Fri Nov 29 23:27:41 +0000 2013,train
576,73,406565223953608704,"helicopter crash in glasgow hope everyone in the pub is ok , pic from <URL> ",Related - but not informative,Fri Nov 29 23:27:57 +0000 2013,train
577,74,406565228143706112,thinking of those involved in the glasgow helicopter crash x ,Related - but not informative,Fri Nov 29 23:27:58 +0000 2013,train
578,75,406565249098469377,helicopter crashes into pub in glasgow <URL> via <USR> ,Related and informative,Fri Nov 29 23:28:03 +0000 2013,train
579,76,406565320397422592,"helicopter crashes into glasgow pub , multiple casualties : bbc <URL> ",Related and informative,Fri Nov 29 23:28:20 +0000 2013,train
580,77,406565332984549377,"helicopter crashes into pub on banks of river clyde in glasgow , mp jim murphy tells bbc news <URL> ",Related and informative,Fri Nov 29 23:28:23 +0000 2013,train
581,78,406565362369843200,our thoughts are with the crew of <USR> sp99 helicopter that has crashed in glasgow - hoping everyone is alr … ,Related - but not informative,Fri Nov 29 23:28:30 +0000 2013,train
582,79,406565395898720256,police helicopter crashes into clutha vaults pub in glasgow . a favourite of mine in years gone by . :-( ,Related - but not informative,Fri Nov 29 23:28:38 +0000 2013,train
583,80,406565437846351873,my thoughts are with everyone affected by the helicopter crash in glasgow - and the emergency services working tonight . ,Related - but not informative,Fri Nov 29 23:28:48 +0000 2013,train
584,81,406565542712336385,<USR> i drive straight through the town past glasgow green and was staring up at a helicopter the other night . see it all the time . ,Related - but not informative,Fri Nov 29 23:29:13 +0000 2013,train
585,82,406565622408310784,hope everyone in and around that pub get out safe #clutha ,Related - but not informative,Fri Nov 29 23:29:32 +0000 2013,train
586,83,406565777601753088,image here from <USR> appears to confirm it is indeed police helicopter involved in glasgow crash : <URL> ,Related and informative,Fri Nov 29 23:30:09 +0000 2013,train
587,84,406565840486928384,helicopter hits glasgow pub . <URL> blimey . hope all ok . ,Related and informative,Fri Nov 29 23:30:24 +0000 2013,train
588,85,406566129927471104,thoughts and prayers with all affected by this helicopter crash . #glasgow ,Related - but not informative,Fri Nov 29 23:31:33 +0000 2013,train
589,86,406566201230635009,helicopter crashes into glasgow pub <URL> ,Related and informative,Fri Nov 29 23:31:50 +0000 2013,train
590,87,406566217995255808,police helicopter crashes into pub in glasgow ! terrible - was there just a few weeks ago thoughts with all involved ,Related - but not informative,Fri Nov 29 23:31:54 +0000 2013,train
591,88,406566423503585280,totally shocked ! #helicopter crash at clutha vaults in glasgow . hope injuries are minimal . ,Related - but not informative,Fri Nov 29 23:32:43 +0000 2013,train
592,89,406566532584448000,thoughts go out for everyone involved in the police helicopter crash in glasgow :-( ,Related - but not informative,Fri Nov 29 23:33:09 +0000 2013,train
593,90,406566545155178497,thoughts go out to all involved in the police helicopter crash in glasgow <URL> ,Related - but not informative,Fri Nov 29 23:33:12 +0000 2013,train
594,91,406566926811279360,horrific scenes from this helicopter crash in glasgow - just hope the images betray the outcome . thoughts to all those affected . #clutha ,Related - but not informative,Fri Nov 29 23:34:43 +0000 2013,train
595,92,406567056843476992,helicopter crashes into pub in glasgow ( via <USR> ) <URL> ,Related and informative,Fri Nov 29 23:35:14 +0000 2013,train
596,93,406567249794064384,#sobering helicopter crash into pub in #glasgow ! <URL> ,Related - but not informative,Fri Nov 29 23:36:00 +0000 2013,train
597,94,406567283365257216,reports of multiple people trapped after helicopter crashes into the roof of a pub in glasgow - <USR> ,Related and informative,Fri Nov 29 23:36:08 +0000 2013,train
598,95,406567442748833792,just seen the helicopter crash at clutha pub in glasgow . . . my thoughts are with everyone 😱 🙏 ,Related - but not informative,Fri Nov 29 23:36:46 +0000 2013,train
599,96,406567463695175680,"glasgow #helicopter was falling out of sky at great speed , journalist gordonsmart tells bbc5live <URL> ",Related and informative,Fri Nov 29 23:36:51 +0000 2013,train
600,97,406567631492485120,thoughts and prayers for all affected the police helicopter crash at the #clutha in #glasgow tonight . ,Related - but not informative,Fri Nov 29 23:37:31 +0000 2013,train
601,98,406567673431347200,glasgow helicopter crash : aircraft which crashed into clutha bar was police scotland helicopter <URL> ,Related and informative,Fri Nov 29 23:37:41 +0000 2013,train
602,99,406567719555694592,helicopter sounded like a loud roar as it came down - witness has told me . #clutha ,Related - but not informative,Fri Nov 29 23:37:52 +0000 2013,train
603,100,406567870538448897,helicopter crashes into busy bar in #glasgow #clutha <URL> ,Related and informative,Fri Nov 29 23:38:28 +0000 2013,train
604,101,406567887345053696,“ <USR> : horrified by news streaming in re #cluthavaults #glasgow and police . helicopter crashing on roof . please all be . ok . ” ,Related and informative,Fri Nov 29 23:38:32 +0000 2013,train
605,102,406568113799303169,helicopter crashes into glasgow pub roof - mp <URL> ,Related and informative,Fri Nov 29 23:39:26 +0000 2013,train
606,103,406568357090299904,update : helicopter that crashed into #glasgow pub belonged to <USR> <URL> ,Related and informative,Fri Nov 29 23:40:24 +0000 2013,train
607,104,406568369681600513,"horrible thinking of the helicopter crash in glasgow - hope nobody is seriously hurt , must of been the scariest event ever 😞 ",Related - but not informative,Fri Nov 29 23:40:27 +0000 2013,train
608,105,406568394847432704,"update : bbc reporting multiple injuries after helicopter crashes into pub in glasgow , scotland ",Related and informative,Fri Nov 29 23:40:33 +0000 2013,train
609,106,406568617145561088,"helicopter crashes into pub on banks of river clyde in glasgow , mp jim murphy tells bbc news <URL> ",Related and informative,Fri Nov 29 23:41:26 +0000 2013,train
610,107,406568692634640385,get the latest on the glasgow helicopter crash through the night with me on up all night <USR> ,Related and informative,Fri Nov 29 23:41:44 +0000 2013,train
611,108,406568738776158208,just heard about that helicopter crash in glasgow ! hope everyone ' s alright ! we literally just drove past it a few hours a … ,Related - but not informative,Fri Nov 29 23:41:55 +0000 2013,train
612,109,406568986244296704,photo shows #helicopter crash at #clutha pub in glasgow <URL> & <URL> ,Related and informative,Fri Nov 29 23:42:54 +0000 2013,train
613,110,406568990413430784,photo shows #helicopter crash at #clutha pub in glasgow <URL> & <URL> ,Related and informative,Fri Nov 29 23:42:55 +0000 2013,train
614,111,406568990430212096,helicopter crash into a pub in glasgow 5 mins from where i am from wow ! ! ! ! ! hope everybody is safe and sound 🙏 🙏 🙏 🙏 ,Related - but not informative,Fri Nov 29 23:42:55 +0000 2013,train
615,112,406569120457830400,my thoughts are with everyone affected by the helicopter crash in glasgow - and the emergency services working tonight . ,Related - but not informative,Fri Nov 29 23:43:26 +0000 2013,train
616,113,406569187554115584,a police helicopter has crashed into a crowded glasgow bar <URL> ,Related and informative,Fri Nov 29 23:43:42 +0000 2013,train
617,114,406569305015214080,bbc news - police helicopter crashes into clutha vaults pub in glasgow <URL> ,Related and informative,Fri Nov 29 23:44:10 +0000 2013,train
618,115,406569447609360384,helicopter crashes into glasgow pub roof - mp <URL> ,Related and informative,Fri Nov 29 23:44:44 +0000 2013,train
619,116,406569502135287808,"clutha staff member says he believes all staff now out , one taken to hospital in ambulance after glasgow helicopter cra … ",Related and informative,Fri Nov 29 23:44:57 +0000 2013,train
620,117,406569640547344384,hope everyone is okay #clutha ,Related - but not informative,Fri Nov 29 23:45:30 +0000 2013,train
621,118,406569665717358592,our thoughts are with the crew of <USR> sp99 helicopter that has crashed in glasgow - hoping everyone is alr … ,Related - but not informative,Fri Nov 29 23:45:36 +0000 2013,train
622,119,406569770553999360,"clutha staff member says he believes all staff now out , one taken to hospital in ambulance after glasgow helicopter cra … ",Related and informative,Fri Nov 29 23:46:01 +0000 2013,train
623,120,406569829307809792,glasgow helicopter crash : aircraft which crashed into clutha bar was police scotland helicopter <URL> ,Related and informative,Fri Nov 29 23:46:15 +0000 2013,train
624,121,406569871225270272,"helicopter crashes into pub : a helicopter crashed into a pub late friday in the scottish city of glasgow , a lo . . . <URL> ",Related and informative,Fri Nov 29 23:46:25 +0000 2013,train
625,122,406569871250833408,police helicopter crashes in glasgow <URL> our thoughts are with the victims ,Related and informative,Fri Nov 29 23:46:25 +0000 2013,train
626,123,406569959327010816,just got back from the fratellis and found out that where we passed there was a helicopter crash in glasgow ! ,Related - but not informative,Fri Nov 29 23:46:46 +0000 2013,train
627,124,406570072560242688,"helicopter crashes into pub : a helicopter crashed into a pub late friday in the scottish city of glasgow , a lo . . . <URL> ",Related and informative,Fri Nov 29 23:47:13 +0000 2013,train
628,125,406570177422426113,thoughts and prayers for all involved in helicopter crash in glasgow 🙏 ,Related - but not informative,Fri Nov 29 23:47:38 +0000 2013,train
629,126,406570433257824256,"helicopter crashed into the pub next the to the wee hotel i always stay at in glasgow , hope everyone ' s ok ! ",Related - but not informative,Fri Nov 29 23:48:39 +0000 2013,train
630,127,406570525540896769,hopefully emergency services will do the business and save them all in glasgow . keep your fingers crossed . sp99 #clutha ,Related - but not informative,Fri Nov 29 23:49:01 +0000 2013,train
631,128,406570802352386048,feck me ! ! ! ! ! cbc news - police helicopter crashes into clutha vaults pub in glasgow <URL> ,Related and informative,Fri Nov 29 23:50:07 +0000 2013,train
632,129,406570802356961280,<USR> just a quickie to find out if jim and the shop are fine from the helicopter crash ,Related - but not informative,Fri Nov 29 23:50:07 +0000 2013,train
633,130,406570852684013568,photo aired on sky news : word police shown on helicopter that crashed into glasgow pub - <URL> ,Related and informative,Fri Nov 29 23:50:19 +0000 2013,train
634,131,406570882065518592,"clutha staff member says he believes all staff now out , one taken to hospital in ambulance after glasgow helicopter cra … ",Related and informative,Fri Nov 29 23:50:26 +0000 2013,train
635,132,406570991125811200,can ' t believe that news about the helicopter crash . right beside my college too ,Related - but not informative,Fri Nov 29 23:50:52 +0000 2013,train
636,133,406571263730405376,wow bad scenes in glasgow ! ! a police helicopter has crashed into a pub ! hopefully there is not too many casualties ! ,Related and informative,Fri Nov 29 23:51:57 +0000 2013,train
637,134,406571465073758208,"in #glasgow tonight ? call family , friends and let them know you ' re ok . #clutha #cluthavaults #crash #helicopter ",Related - but not informative,Fri Nov 29 23:52:45 +0000 2013,train
638,135,406571544740380672,helicopter crashes into roof of pub in glasgow <URL> ,Related and informative,Fri Nov 29 23:53:04 +0000 2013,train
639,136,406572245218516992,my dad reckons that the people in the helicopter could be okay if it was a controlled crash ,Related - but not informative,Fri Nov 29 23:55:51 +0000 2013,train
640,137,406572379436244992,police helicopter crashes into roof of glasgow pub <URL> ,Related and informative,Fri Nov 29 23:56:23 +0000 2013,train
641,138,406572480086544384,our thoughts are with anyone effected by the helicopter crash here in glasgow tonight . ,Related - but not informative,Fri Nov 29 23:56:47 +0000 2013,train
642,139,406572824007311360,"only in glasgow would someone involved in a huge accident like #clutha say ' the band brought the house down ' , brilliant ! <USR> #bbcnews ",Related - but not informative,Fri Nov 29 23:58:09 +0000 2013,train
643,140,406573146972495872,image here from <USR> appears to confirm it is indeed police helicopter involved in glasgow crash : <URL> ,Related and informative,Fri Nov 29 23:59:26 +0000 2013,train
