id,tweet_id,text,tag,date,partition
18,402548603262337024,così il #maltempo ha sconvolto la #sardegna <URL> <URL> ,Related and informative,Mon Nov 18 21:27:20 +0000 2013,train
19,402549274317434880,"un abbraccio ai miei conterranei , più forte del #maltempo che vi sta mettendo alla prova ancora una volta . #sardegna ",Related - but not informative,Mon Nov 18 21:30:00 +0000 2013,train
20,402552738846089218,la #sardegna colpita da un ' alluvione che non ha precedenti . le foto di #olbia ricordano tristi momenti vissuti in vda . malt … ,Related and informative,Mon Nov 18 21:43:46 +0000 2013,train
21,402553003087253504,#sardegna evacuazione centro abitato terralba : stanno chiedendo di lasciare le case agli abitanti via rio mogoro ,Related and informative,Mon Nov 18 21:44:49 +0000 2013,train
22,402553359577915392,<URL> un pensiero a queste persone e a chi sta ancora aspettando i soccorsi . #sardegna #allertameteosar ,Related - but not informative,Mon Nov 18 21:46:14 +0000 2013,train
23,402554232017940480,"rt <USR> : nubifragio in #sardegna , sale a sei il bilancio dei morti <URL> #allertameteosar #sar … ",Related and informative,Mon Nov 18 21:49:42 +0000 2013,train
24,402554680800067584,"#sardegna non piove quasi mai , ma quando lo fa , fa danni ! ",Related - but not informative,Mon Nov 18 21:51:29 +0000 2013,train
25,402555096028180481,#sardegna #oristano #tiria meno f35 più protezione civile <URL> ,Related and informative,Mon Nov 18 21:53:08 +0000 2013,train
26,402556765369548800,"la #sardegna : da sempre dimenticata nel mare , visibile solo d ' estate con culi e tette vip . l ' alluvione non cambia l ' attegg … ",Related - but not informative,Mon Nov 18 21:59:46 +0000 2013,train
27,402558216594137089,"<USR> - #ciclone #cleopatra , un fiume di fango travolge la zona di #nuoro <URL> #sardegna ",Related and informative,Mon Nov 18 22:05:32 +0000 2013,train
28,402558531163152384,la #sardegna nel cuore . ti rialzerai più bella di prima . ,Related - but not informative,Mon Nov 18 22:06:47 +0000 2013,train
29,402558862521552896,"alluvione in #sardegna , circa 1.000 evacuati in provincia di #oristano <URL> ",Related and informative,Mon Nov 18 22:08:06 +0000 2013,train
30,402560951293337601,"*diffondete* #sardegna #maltempo : nella zona di #olbia il 115 è in tilt . numeri alternativi : 0789 / 69502 , 0789 / 52020 e 366 / … ",Related and informative,Mon Nov 18 22:16:24 +0000 2013,train
31,402561387475775488,il silenzio sulla #sardegna è scandaloso . . fosse stato in estate mi immagino servizi e servizi . . . #allertameteosar ,Related - but not informative,Mon Nov 18 22:18:08 +0000 2013,train
32,402561416840097792,"<USR> anche a me tanto , il popolo sardo è un popolo forte , tenace , con la testa dura , sapranno rialzarsi ;-) #sardegna … ",Related - but not informative,Mon Nov 18 22:18:15 +0000 2013,train
33,402561588810743808,alluvione in #sardegna #youreporter <URL> ,Related and informative,Mon Nov 18 22:18:56 +0000 2013,train
34,402561932752084992,"#sardegna #maltempo : ancora un drammatico aggiornamento . sono nove le persone che hanno perso la vita a #olbia , #torpè , #u … ",Related and informative,Mon Nov 18 22:20:18 +0000 2013,train
35,402563006481317888,<USR> olbia - dintorni : chi ha mezzi pesanti ( terne e simili ) è invitato a mettersi a disposizione . <URL> #sardegna ,Related and informative,Mon Nov 18 22:24:34 +0000 2013,train
36,402563623044018176,rt importante [ 18.11-23 : 20 ] #sardegna + + + per emergenze usare solo115 + + + non altri numeri interni dei vvff #allertameteosa … ,Related and informative,Mon Nov 18 22:27:01 +0000 2013,train
37,402564197646864384,rt importante [ 18.11-23 : 20 ] #sardegna + + + per emergenze usare solo115 + + + non altri numeri interni dei vvff #allertameteosa … ,Related and informative,Mon Nov 18 22:29:18 +0000 2013,train
38,402564835185283072,rt importante [ 18.11-23 : 20 ] #sardegna + + + per emergenze usare solo115 + + + non altri numeri interni dei vvff #allertameteosa … ,Related and informative,Mon Nov 18 22:31:50 +0000 2013,train
39,402565183346073600,<USR> #sardegna #olbia #soccorsi #cleopatra <URL> ,Related and informative,Mon Nov 18 22:33:13 +0000 2013,train
40,402565531435163649,#sardegna niente soldi per le manutenzioni alle province cancellate e così crollano i ponti e le strade e si muore d ' acqua … ,Related and informative,Mon Nov 18 22:34:36 +0000 2013,train
41,402565531451940864,#sardegna niente soldi per le manutenzioni alle province cancellate e così crollano i ponti e le strade e si muore d ' acqua … ,Related and informative,Mon Nov 18 22:34:36 +0000 2013,train
42,402565724386111488,9 morti del maltempo in #sardegna e il ministro degli interni #alfano va da vespa a parlare di falchi e colombe . ,Related and informative,Mon Nov 18 22:35:22 +0000 2013,train
43,402565871182155776,"solidarietà a tutta la #sardegna : qua non piove spesso , ma quando piove fa un casino terribile ! ",Related - but not informative,Mon Nov 18 22:35:57 +0000 2013,train
44,402566273844125696,la sardegna conta i morti per l ' alluvione e la rai con porta a porta parla del pdl che non c ' è più non riesco a dire null ' altro che : vergogna ,Related and informative,Mon Nov 18 22:37:33 +0000 2013,train
45,402566705870012416,"zona di olbia il 115 è in tilt . numeri alternativi : 0789 / 69502 , 0789 / 52020 e 366 / 6617681 . #allertameteosar #sardegna ",Related and informative,Mon Nov 18 22:39:16 +0000 2013,train
46,402568337445498880,"la campania avvelenata , la #sardegna sott ' acqua . . . ok adesso può bastare , vero ? ",Related - but not informative,Mon Nov 18 22:45:45 +0000 2013,train
47,402568647836962816,"olbia , chiusura scuole per maltempo #sardegna #allertameteosar <URL> ",Related and informative,Mon Nov 18 22:46:59 +0000 2013,train
48,402568937222987777,rt importante [ 18.11-23 : 20 ] #sardegna + + + per emergenze usare solo115 + + + non altri numeri interni dei vvff #allertameteosa … ,Related and informative,Mon Nov 18 22:48:08 +0000 2013,train
49,402569457320857600,"dopo la #sardegna forti piogge e temporali possibili su : lazio , campania , sicilia , poi anche su calabria specie ionica e salen … ",Related and informative,Mon Nov 18 22:50:12 +0000 2013,train
50,402569591521812480,"tg5 :( 23:21 ) nove i morti per l ' alluvione che ha devastato la sardegna . regione in ginocchio tra ponti crollati , voragini e … ",Related and informative,Mon Nov 18 22:50:44 +0000 2013,train
51,402569780273885184,rt importante [ 18.11-23 : 20 ] #sardegna + + + per emergenze usare solo115 + + + non altri numeri interni dei vvff #allertameteosa … ,Related and informative,Mon Nov 18 22:51:29 +0000 2013,train
52,402569960654118912,"ho tanti grandi amici a olbia , quello che sta succedendo è assurdo ! amo quella terra , spero finisca tutto in fretta ! ❤️ #sardegna ",Related - but not informative,Mon Nov 18 22:52:12 +0000 2013,train
53,402570182956433408,ci ricordiamo del territorio solo quando avvengono le catastrofi #sardegna ,Related - but not informative,Mon Nov 18 22:53:05 +0000 2013,train
54,402571147608612864,#noipatrioti ci stringiamo ai fratelli dalla #sardegna <URL> ,Related - but not informative,Mon Nov 18 22:56:55 +0000 2013,train
55,402571319604031488,vicino agli amici della #sardegna ,Related - but not informative,Mon Nov 18 22:57:36 +0000 2013,train
56,402571885822885888,#sardegna é #italia . massimo sforzo sin da stanotte per aiutare la regione sardegna . #nessundorma #allertameteosar <USR> ,Related - but not informative,Mon Nov 18 22:59:51 +0000 2013,train
57,402571910984527873,alluvione in #sardegna : evacuato il comune di torpè . scatta l ' allarme per il pericolo del cedimento della diga : <URL> ,Related and informative,Mon Nov 18 22:59:57 +0000 2013,train
58,402572405920772096,rt importante [ 18.11-23 : 20 ] #sardegna + + + per emergenze usare solo115 + + + non altri numeri interni dei vvff #allertameteosa … ,Related and informative,Mon Nov 18 23:01:55 +0000 2013,train
59,402572837913112576,"#sardegna un popolo fiero e pieno di forza , che si trova a combattere un evento atmosferico tremendo . coraggio ",Related - but not informative,Mon Nov 18 23:03:38 +0000 2013,train
60,402573005689061378,new : italian media reporting 9 deaths from  cyclone #cleopatra in sardinia . 5 people reported missing ,Related and informative,Mon Nov 18 23:04:18 +0000 2013,train
61,402573081199534080,"#olbia il 115 è in tilt . numeri alternativi : 0789 / 69502 , 0789 / 52020 e 366 / 6617681 . fate girare ! #sardegna 9 morti 12 di … ",Related and informative,Mon Nov 18 23:04:36 +0000 2013,train
62,402573685170900992,"ore 23,45 prima edizione straordinaria su una rete di stato sulla catastrofe in #sardegna #allertameteosar ormai l ' infor … ",Related and informative,Mon Nov 18 23:07:00 +0000 2013,train
63,402573769073778688,a cagliari riprende a tuonare #allertameteosar #sardegna :( ,Related and informative,Mon Nov 18 23:07:20 +0000 2013,train
64,402573844571246592,alluvione in #sardegna : evacuato il comune di torpè . scatta l ' allarme per il pericolo del cedimento della diga : <URL> ,Related and informative,Mon Nov 18 23:07:38 +0000 2013,train
65,402574364664922112,"emergenza maltempo in #sardegna 9 morti e dispersi mancano i mezzi e , soprattutto , manca lo stato . . . a breve un approfondimento sul blog ",Related and informative,Mon Nov 18 23:09:42 +0000 2013,train
66,402574872150560768,#sardegna <URL> ,Related and informative,Mon Nov 18 23:11:43 +0000 2013,train
67,402575727792779265,alluvione #sardegna : evacuato comune torpè . allarme ! è ceduta la diga : #allertameteosar ,Related and informative,Mon Nov 18 23:15:07 +0000 2013,train
68,402577019663163393,<USR> emergenza24 5 5 m rt importante [ 18.11-23 : 20 ] #sardegna + + + per emergenze usare solo115 + + + non altri numeri interni dei vvff ,Related and informative,Mon Nov 18 23:20:15 +0000 2013,train
69,402577225159286784,"#sardegna metto a disposizione il mio b & b . senza problemi contattatemi , il mio num e ' 3939800313 ( jobee azara ) #allertameteo … ",Related and informative,Mon Nov 18 23:21:04 +0000 2013,train
70,402577296458260480,<USR> <USR> <USR> e allora per la #sardegna ma cavolo siete buoni solo a politicazzare . . . . ! ! agite ! ! ! ,Related - but not informative,Mon Nov 18 23:21:21 +0000 2013,train
71,402577803985817600,"#olbia il 115 non funziona . numeri alternativi per emeregenze : 0789 / 69502 , 0789 / 52020 e 366 / 6617681 #sardegna ",Related and informative,Mon Nov 18 23:23:22 +0000 2013,train
72,402578437325717504,"il maltempo uccide in #sardegna . almeno nove le #vittime , si cercano i dispersi #allertameteosar cristian sumoru . . . <URL> ",Related and informative,Mon Nov 18 23:25:53 +0000 2013,train
73,402578512823197696,il mio pensiero alla #sardegna #olbia facciamo tam tam per aiuti ! #aiutiamolasardegna <USR> ,Related - but not informative,Mon Nov 18 23:26:11 +0000 2013,train
74,402579100016992257,tv pubblica di merda ! #sardegna ,Not related,Mon Nov 18 23:28:31 +0000 2013,train
75,402579116798791680,"+ + + #allertameteosar #sardegna nelle zone colpite , per chi riesce , rendete il vostro wifi aperto e senza password per aiutar … ",Related and informative,Mon Nov 18 23:28:35 +0000 2013,train
76,402579922121551872,"a #portaaporta alfano , a #piazzapulita grillo , nel frattempo la terra si ribella . nessuno parla dello strazio dell ' isola che affonda . #sardegna ",Related and informative,Mon Nov 18 23:31:47 +0000 2013,train
77,402580110853046272,“ <USR> : alluvione #sardegna : evacuato comune torpè . ha ceduto la diga : #allertameteosar <USR> ” #rai1 #rai2 ,Related and informative,Mon Nov 18 23:32:32 +0000 2013,train
78,402580136031432704,in #sardegna i contorni del disastro causato dall ' alluvione diventano di ora in ora più pesanti . e la gente è abbandon … ,Related and informative,Mon Nov 18 23:32:38 +0000 2013,train
79,402580765172850688,rt <USR> : aprite tutti i wi - fi in #sardegna #allertameteosar ,Related and informative,Mon Nov 18 23:35:08 +0000 2013,train
80,402581117498589184,la #sardegna è in ginocchio : date notizie da e per quella terra ! <USR> <USR> <USR> ,Related - but not informative,Mon Nov 18 23:36:32 +0000 2013,train
81,402581247501033472,"numeri telefono per emergenze comune #uras 348 / 7074692 , 347 / 1240911 <URL> #allertameteosar #sardegna ",Related and informative,Mon Nov 18 23:37:03 +0000 2013,train
82,402581931189362688,[ 19.11-00 : 30 ] #sardegna + + + le istruzioni per aprire il wifi + + + <URL> #allertameteosar #emergenza24 ,Related and informative,Mon Nov 18 23:39:46 +0000 2013,train
83,402582270927966208,#sardegna #oristano #tiria meno f35 più protezione civile <URL> ,Related and informative,Mon Nov 18 23:41:07 +0000 2013,train
84,402582526763749376,“ <USR> : [ 18.11-23 : 20 ] #sardegna + + + per emergenze usare solo115 + + + non altri numeri interni dei vvff #allertameteos … ,Related and informative,Mon Nov 18 23:42:08 +0000 2013,train
85,402582933636382720,questa notte la passo tutta con la #sardegna #iostoconloro #forza ,Related - but not informative,Mon Nov 18 23:43:45 +0000 2013,train
86,402583378203254784,per non parlare di #merdaset che se ne fotte altamente di lanciare un ' edizione del tg per la #sardegna . #allertameteos … ,Related - but not informative,Mon Nov 18 23:45:31 +0000 2013,train
87,402583826993790977,"a nome di tutta la #sardegna , vi ringrazio di cuore per tutto quello che state facendo ! ! siete meravigliosi ! ! #allertameteo … ",Related - but not informative,Mon Nov 18 23:47:18 +0000 2013,train
88,402584170935111680,"maltempo #sardegna , esondazioni ed allagamenti : video #olbia – youreporter news <URL> ",Related and informative,Mon Nov 18 23:48:40 +0000 2013,train
89,402584619742416896,"la #sardegna : da sempre dimenticata nel mare , visibile solo d ' estate con culi e tette vip . l ' alluvione non cambia l ' attegg … ",Related - but not informative,Mon Nov 18 23:50:27 +0000 2013,train
90,402584619750801409,#allertameteosar #sardegna c ' è bisogno di aiuto <USR> <USR> <USR> parlano di solite stupidaggini hanno bisogn … ,Related and informative,Mon Nov 18 23:50:27 +0000 2013,train
91,402584728781750272,"#allertameteosar #sardegna #olbia metto a disposizione il mio b & b . senza problemi contattatemi , il mio numero è 393980031 … ",Related and informative,Mon Nov 18 23:50:53 +0000 2013,train
92,402585148228517888,"#olbia il 115 è in tilt ! il numeri alternativi per le emeregenze : 0789 / 69502 , 0789 / 52020 e 366 / 6617681 #sardegna #allertameteosar ",Related and informative,Mon Nov 18 23:52:33 +0000 2013,train
93,402585278243938304,"#torpė #sardegna : invalida non riesce a fuggire , paese in ginocchio . <URL> ",Related and informative,Mon Nov 18 23:53:04 +0000 2013,train
94,402586297459834880,#sardegna #allertameteosar scatenare gli aiuti #masubito ,Related and informative,Mon Nov 18 23:57:07 +0000 2013,train
95,402586666566971392,"#olbia il 115 è in tilt . numeri alternativi : 0789 / 69502 , 0789 / 52020 e 366 / 6617681 . fate girare ! #sardegna 9 morti 12 di … ",Related and informative,Mon Nov 18 23:58:35 +0000 2013,train
96,402586914026688512,"#olbia il 115 non funziona . numeri alternativi per emeregenze : 0789 / 69502 , 0789 / 52020 e 366 / 6617681 #sardegna ",Related and informative,Mon Nov 18 23:59:34 +0000 2013,train
97,402586985338265600,"#olbia il 115 non funziona . numeri alternativi per emeregenze : 0789 / 69502 , 0789 / 52020 e 366 / 6617681 #sardegna ",Related and informative,Mon Nov 18 23:59:51 +0000 2013,train
98,402586989515771904,"#allertameteosar #sardegna #olbia metto a disposizione il mio b & b . senza problemi contattatemi , il mio numero e ' 3939800 … ",Related and informative,Mon Nov 18 23:59:52 +0000 2013,train
99,402587278914383872,<USR> : #sardegna #allertameteosar massimo dessena : a tempio offro la mia casa con 5 / 7 posti letto a chiunque abbia … ,Related and informative,Tue Nov 19 00:01:01 +0000 2013,train
100,402587404743495680,è una terra meravigliosa di gente meravigliosa . forza ! #sardegna ,Not related,Tue Nov 19 00:01:31 +0000 2013,train
101,402587421541670912,#sardegna #allertameteosar massimo dessena : a tempio offro la mia casa con 5 / 7 posti letto a chiunque abbia bisogno . 393905 … ,Related and informative,Tue Nov 19 00:01:35 +0000 2013,train
102,402587517977104384,a olbia l ' hilton il jazz hotel e il president aprono le porte agli sfollati #allertameteosar #sardegna #maltemposarde … ,Related and informative,Tue Nov 19 00:01:58 +0000 2013,train
103,402587543172292609,"per chi in #sardegna si dovesse trovare in situazioni di pericolo può contattare i numeri di emergenza 0789 / 69502 , 0789 / 520 … ",Related and informative,Tue Nov 19 00:02:04 +0000 2013,train
104,402587723498008576,fate girare 19.11-00 : 30 ] #sardegna + + + le istruzioni per aprire il wifi + + + <URL> #allertameteosar #emerg … ,Related and informative,Tue Nov 19 00:02:47 +0000 2013,train
105,402588168119402496,un abbraccio a tutti coloro che stanno vivendo questa terribile realtà ! #allertameteosar #sardegna ,Related - but not informative,Tue Nov 19 00:04:33 +0000 2013,train
106,402588637868867584,[ 19.11-00 : 30 ] #sardegna + + + le istruzioni per aprire il wifi + + + <URL> #allertameteosar #emergenza24 ,Related and informative,Tue Nov 19 00:06:25 +0000 2013,train
107,402588713383120896,rt <USR> : fate girare ! ! ! #allertameteosar #sardegna <URL> ,Related and informative,Tue Nov 19 00:06:43 +0000 2013,train
108,402589329941598208,"#sardegna metto a disposizione il mio b & b . senza problemi contattatemi , il mio num e ' 3939800313 ( jobee azara ) #allertameteo … ",Related and informative,Tue Nov 19 00:09:10 +0000 2013,train
109,402589367690354688,"#allertameteosar diffondete * #sardegna nella zona di #olbia il 115 è in tilt . numeri alternativi : 0789 / 69502 , 0789 / 52020 … ",Related and informative,Tue Nov 19 00:09:19 +0000 2013,train
110,402589774525251584,"emergenza , dove dormire . numeri #allertameteosar #sardegna <URL> ",Related and informative,Tue Nov 19 00:10:56 +0000 2013,train
111,402589833241309184,"si piega ma non si spezza , forza #sardegna siamo tutti con te ! ! ! #allertameteosar ",Related - but not informative,Tue Nov 19 00:11:10 +0000 2013,train
112,402590135243784192,"numeri utili per le zone di olbia e dintorni : 0789 / 69502 , 0789 / 52020 e 366 / 6617681 #allertameteosar #sardegna ",Related and informative,Tue Nov 19 00:12:22 +0000 2013,train
113,402590630171664385,#ultimiminuti #sardegna salgono a 10 le vittime e dozzine di #dispersi #olbia #sardolicesimo #sardinianconnection #emer … ,Related and informative,Tue Nov 19 00:14:20 +0000 2013,train
114,402590886020014082,#sardegna #allertameteosar ancora invito a diffondere il più possibile i numeri alternativi al 115 . grazie <URL> ,Related and informative,Tue Nov 19 00:15:21 +0000 2013,train
115,402591582270291968,#allertameteosar #sardegna : come aprire le connessioni wi - fi nelle zone colpite da #maltempo e #alluvione > <URL> ,Related and informative,Tue Nov 19 00:18:07 +0000 2013,train
116,402591599051702272,#sardegna #nubifragio <URL> ,Related and informative,Tue Nov 19 00:18:11 +0000 2013,train
117,402591791976697856,<USR> anzichè aspettare le agenzie seguite su twitter quello che da ore sta accadendo in #sardegna #silenziodioredeimedia ,Related and informative,Tue Nov 19 00:18:57 +0000 2013,train
118,402591959774429185,queste ore drammatiche devono insegnarci che #sardegna non ha bisogno di colate di cemento ma di piano straordinario opere di … ,Related - but not informative,Tue Nov 19 00:19:37 +0000 2013,train
119,402591984931864576,che disastro ! che paura ! ! ! ! ! sono con voi ! #sardegna ,Related - but not informative,Tue Nov 19 00:19:43 +0000 2013,train
120,402592240784400384,"#sardegna , se si possiede un gommone , contattare 3346837575 #allertameteosar . #olbia ",Related and informative,Tue Nov 19 00:20:44 +0000 2013,train
121,402592257574191104,"numeri telefono per emergenze comune #uras 348 / 7074692 , 347 / 1240911 <URL> #allertameteosar #sardegna ",Related and informative,Tue Nov 19 00:20:48 +0000 2013,train
122,402592802829524992,"#allertameteosar cari politici , la #sardegna non esiste solo in agosto , quando andate in giro con i vostri yacht . #siamotutti … ",Related - but not informative,Tue Nov 19 00:22:58 +0000 2013,train
123,402593004147732480,dai cazzo #sardegna ! dai che andrá tutto bene . ,Related - but not informative,Tue Nov 19 00:23:46 +0000 2013,train
124,402593905935671296,"<USR> : b & b , 10 posti letto offerti gratuitamente in via d ' annunzio 92 . tel . 331.2095889 #olbia #sardegna #allertameteosar ",Related and informative,Tue Nov 19 00:27:21 +0000 2013,train
125,402594170168438784,"<USR> #sardegna tutti eroi #allertameteosar , se si possiede un gommone , contatti 3346837575 #allertameteosar . #olbia ",Related and informative,Tue Nov 19 00:28:24 +0000 2013,train
126,402594358912122880,<USR> : #olbia #allertameteosar #sardegna sala medica allestita nel municipio di olbia ospedale e ' difficil … ,Related and informative,Tue Nov 19 00:29:09 +0000 2013,train
127,402594665075310592,#sardegna #allertameteosar massimo dessena : a tempio offro la mia casa con 5 / 7 posti letto a chiunque abbia bisogno . 39390518 … ,Related and informative,Tue Nov 19 00:30:22 +0000 2013,train
128,402595273270382592,"numeri utili per le zone di olbia e dintorni : 0789 / 69502 , 0789 / 52020 e 366 / 6617681 #allertameteosar #sardegna ",Related and informative,Tue Nov 19 00:32:47 +0000 2013,train
129,402595847869046784,il senso d ' impotenza è opprimente . non mollare #sardegna non mollare #allertameteosar ,Related - but not informative,Tue Nov 19 00:35:04 +0000 2013,train
130,402597634676097024,"alessandra sanna mette a disposizione 5 / 6 posti letto . 349.4987107 via einaudi , 5 #olbia #allertameteosar #sardegna ",Related and informative,Tue Nov 19 00:42:10 +0000 2013,train
131,402598620312403968,alla rai pareva brutto svegliare qualcuno da mandare a vedere quello che succede #sardegna ,Related - but not informative,Tue Nov 19 00:46:05 +0000 2013,train
132,402600860083302400,#allertameteosar - importante ! #sardegna se la vostra wifi è funzionante togliete la password . fate in modo che tutti po … ,Related and informative,Tue Nov 19 00:54:59 +0000 2013,train
133,402600994301022208,nine reported dead as storms hit italian island of #sardinia <URL> via <USR> ,Related and informative,Tue Nov 19 00:55:31 +0000 2013,train
134,402601094968520704,"please , rimandate i tweet polemici ad altro hashtag , date informazioni o retwittate quelle che ci sono . . . #sardegna #allerta … ",Related - but not informative,Tue Nov 19 00:55:55 +0000 2013,train
135,402601208201764864,deadly storms and floods in sardinia : at least nine people are killed and a number are missing a . . . <URL> < - - full story ,Related and informative,Tue Nov 19 00:56:22 +0000 2013,train
136,402603519272046592,"ad agosto tutti a fare i fighi su com ' è bella la #sardegna , italiani fuori le palle e aiutiamola ora che ha bisogno di noi  … ",Related - but not informative,Tue Nov 19 01:05:33 +0000 2013,train
137,402605746455465984,#sardegna #aiutialluvione #allertameteosar condividete <URL> ,Related and informative,Tue Nov 19 01:14:24 +0000 2013,train
138,402605805155151872,forza #sardegna ! nulla può fermare o arginare l ' orgoglio sardo ! rialziamoci subito ! #allertameteosar #sardegnaciclone ,Related - but not informative,Tue Nov 19 01:14:38 +0000 2013,train
139,402605884855320576,bbc news - sardinia storms and flash floods kill at least nine <URL> #allertameteosar ,Related and informative,Tue Nov 19 01:14:57 +0000 2013,train
140,402608611139936257,il maltempo non può piegare un paese . serve un piano per la messa in sicurezza del territorio . quanti devono ancora morire ? ❤ #sardegna ,Related - but not informative,Tue Nov 19 01:25:47 +0000 2013,train
141,402610662150389760,#korea #usa #news deadly storms and floods in sardinia : at least nine people are killed and a number are missi . . . <URL> ,Related and informative,Tue Nov 19 01:33:56 +0000 2013,train
142,402614323777765377,#buonanotte #sardegna spero bene . . . che domani ci sia il sole e dopodomani si capisca che servono le braccia no le industrie #ciao ,Related - but not informative,Tue Nov 19 01:48:29 +0000 2013,train
143,402614357353172992,deadly rainstorm floods sardinia island <URL> ,Related and informative,Tue Nov 19 01:48:37 +0000 2013,train
144,402616467083902976,vi prego : usiamo #allertameteosar per le emergenze in #sardegna . ci sarà tempo per le polemiche e per le invettive contr … ,Related and informative,Tue Nov 19 01:57:00 +0000 2013,train
145,402616597107732480,"se ho infastidito qualcuno con i tweet sulla #sardegna , me ne dispiaccio , ma a volte bisogna rendere utile anche twitter . ",Not related,Tue Nov 19 01:57:31 +0000 2013,train
146,402623488365985792,"un augurio di una buonanotte a tutta la #sardegna pur se da lontano , non ci sono parole per descrivere il dolore di quest ' e … ",Related - but not informative,Tue Nov 19 02:24:54 +0000 2013,train
147,402626097193709568,“ <USR> : la malanotte in #sardegna : 9 morti e tanta distruzione <URL> via <USR> #allertameteosar ” ,Related and informative,Tue Nov 19 02:35:16 +0000 2013,train
148,402626319521169408,"emergenza #olbia hotel cavour è al completo . via cavour , 0789204033 . #allertameteosar #sardegna ",Related and informative,Tue Nov 19 02:36:09 +0000 2013,train
149,402629624594989057,"non mandate soldi a nessuno per la #sardegna , é troppo presto ! gli iban che girano potrebbero essere sciacallaggio . #aller … ",Related and informative,Tue Nov 19 02:49:17 +0000 2013,train
150,402631251984535552,. <USR> deadly rainstorm floods sardinia island : at least nine killed and several missing as flash floods su . . . <USR> ,Related and informative,Tue Nov 19 02:55:45 +0000 2013,train
151,402631369458589696,. <USR> deadly rainstorm floods sardinia island : at least nine killed and several missing as flash floods sub . . . <USR> ,Related and informative,Tue Nov 19 02:56:13 +0000 2013,train
152,402631549788508161,. <USR> deadly rainstorm floods sardinia island : at least nine killed and several missing as flash floods sub . . . <USR> ,Related and informative,Tue Nov 19 02:56:56 +0000 2013,train
153,402639338603048960,la sardegna c ' è con un cuore grande che batte che da sempre la contraddistingue . #sardegna #allertameteosar ,Related - but not informative,Tue Nov 19 03:27:53 +0000 2013,train
154,402646108247453696,"emergenza #olbia hotel de plam ha solo una stanza libera . via de filippi , 51 . 078925777 #allertameteosar #sardegna ",Related and informative,Tue Nov 19 03:54:47 +0000 2013,train
